date,store_id,city,store_profile,family,onpromotion,holiday_flag,holiday_name,local_event_flag,local_event_name,weekend_flag,payday_flag,heatwave_flag,avg_temp_f,temp_index,day_of_week,day_name,month,week_of_year,quarter,day_of_month,pred_transactions,pred_sales,baseline_sales,explanation
2026-01-06,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,105.52039337158203,112.355,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,169.60423278808594,175.2125,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,121.99394989013672,121.10249999999999,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,93.68358612060547,103.97999999999999,Expect below-normal demand with no major external spike drivers flagged.
2026-01-06,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,181.0201873779297,181.2825,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,147.7967071533203,154.275,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,138.90162658691406,144.525,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,214.80722045898438,250.94,Expect below-normal demand with no major external spike drivers flagged.
2026-01-06,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,161.49838256835938,177.5325,Expect below-normal demand with no major external spike drivers flagged.
2026-01-06,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,117.29608917236328,130.6675,Expect below-normal demand with no major external spike drivers flagged.
2026-01-06,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,228.8226776123047,263.39250000000004,Expect below-normal demand with no major external spike drivers flagged.
2026-01-06,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,192.16220092773438,219.32,Expect below-normal demand with no major external spike drivers flagged.
2026-01-06,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,98.75289916992188,94.41499999999999,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,153.61395263671875,157.16500000000002,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,110.35981750488281,107.34,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,77.62657165527344,74.69,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S003,Mesa,family suburban,produce,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,165.4875946044922,169.8375,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S003,Mesa,family suburban,snacks,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,130.27769470214844,130.8,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,126.97146606445312,125.755,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S004,Scottsdale,premium suburban,beverages,1,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,227.19642639160156,202.0575,Expect above-normal beverages demand because of promotion activity.
2026-01-06,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,139.77996826171875,136.3175,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,108.67972564697266,109.03750000000001,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,224.4342803955078,224.3775,Expect near-normal demand with no major external spike drivers flagged.
2026-01-06,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,173.1828155517578,169.9125,Expect near-normal demand with no major external spike drivers flagged.
2026-01-07,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359375,118.5224838256836,140.7525,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359375,183.6324920654297,248.7425,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359375,131.80677795410156,164.5825,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359375,98.16778564453125,120.2175,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359375,199.60675048828125,246.2875,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359375,158.5684814453125,199.525,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,147.66500854492188,182.85750000000002,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,231.50259399414062,347.375,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,169.93887329101562,201.4325,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,125.68462371826172,163.325,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,244.076416015625,325.2,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,216.1792755126953,265.6325,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,102.96934509277344,126.33000000000001,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,156.125732421875,212.48,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,123.80584716796875,139.9425,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,84.95455169677734,107.84,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S003,Mesa,family suburban,produce,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,167.9874725341797,219.2,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S003,Mesa,family suburban,snacks,1,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,166.128173828125,174.58249999999998,Expect near-normal snacks demand because of promotion activity.
2026-01-07,S004,Scottsdale,premium suburban,bakery,1,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,157.32028198242188,172.25,Expect below-normal bakery demand because of promotion activity.
2026-01-07,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,221.6463623046875,276.83500000000004,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,140.72091674804688,186.12,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,114.3730239868164,134.47500000000002,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,238.42160034179688,283.945,Expect below-normal demand with no major external spike drivers flagged.
2026-01-07,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,186.27310180664062,248.0025,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,0,0,74.8,0.3599999999999999,3,Thursday,1,2,1,8,892.6432495117188,104.6272964477539,106.25223205566405,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,0,0,74.8,0.3599999999999999,3,Thursday,1,2,1,8,892.6432495117188,178.7643280029297,221.43296142578126,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,0,0,74.8,0.3599999999999999,3,Thursday,1,2,1,8,892.6432495117188,126.44696807861328,141.25357177734375,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,0,0,74.8,0.3599999999999999,3,Thursday,1,2,1,8,892.6432495117188,94.82838439941406,99.00554946899415,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,0,0,74.8,0.3599999999999999,3,Thursday,1,2,1,8,892.6432495117188,189.09815979003906,212.40098144531248,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,0,0,74.8,0.3599999999999999,3,Thursday,1,2,1,8,892.6432495117188,155.23733520507812,175.02936889648436,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,0,0,78.3,0.4236363636363636,3,Thursday,1,2,1,8,1022.0899047851562,138.90243530273438,153.43399826049804,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,0,0,78.3,0.4236363636363636,3,Thursday,1,2,1,8,1022.0899047851562,214.94027709960938,257.15952728271486,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,0,0,78.3,0.4236363636363636,3,Thursday,1,2,1,8,1022.0899047851562,166.83848571777344,192.16228546142577,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,0,0,78.3,0.4236363636363636,3,Thursday,1,2,1,8,1022.0899047851562,117.38211059570312,140.145684967041,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,0,0,78.3,0.4236363636363636,3,Thursday,1,2,1,8,1022.0899047851562,225.02236938476562,262.07970764160154,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,0,0,78.3,0.4236363636363636,3,Thursday,1,2,1,8,1022.0899047851562,200.5204315185547,216.91343322753906,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,0,0,76.3,0.3872727272727272,3,Thursday,1,2,1,8,848.9783325195312,102.60826873779297,96.25285308837891,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,0,0,76.3,0.3872727272727272,3,Thursday,1,2,1,8,848.9783325195312,156.3357391357422,180.31670211791993,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,0,0,76.3,0.3872727272727272,3,Thursday,1,2,1,8,848.9783325195312,119.97100067138672,110.85629776000977,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,0,0,76.3,0.3872727272727272,3,Thursday,1,2,1,8,848.9783325195312,83.26534271240234,80.75352066040038,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S003,Mesa,family suburban,produce,1,0,none,0,none,0,0,0,76.3,0.3872727272727272,3,Thursday,1,2,1,8,848.9783325195312,196.3529815673828,174.46042129516601,Expect above-normal produce demand because of promotion activity.
2026-01-08,S003,Mesa,family suburban,snacks,0,0,none,0,none,0,0,0,76.3,0.3872727272727272,3,Thursday,1,2,1,8,848.9783325195312,137.35720825195312,161.15054061889649,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,0,0,0,72.8,0.3236363636363636,3,Thursday,1,2,1,8,983.4478759765625,128.7806396484375,129.12559188842772,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,0,0,0,72.8,0.3236363636363636,3,Thursday,1,2,1,8,983.4478759765625,209.53085327148438,231.6063723754883,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,0,0,72.8,0.3236363636363636,3,Thursday,1,2,1,8,983.4478759765625,137.22225952148438,155.2861799621582,Expect below-normal demand with no major external spike drivers flagged.
2026-01-08,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,0,0,0,72.8,0.3236363636363636,3,Thursday,1,2,1,8,983.4478759765625,106.53715515136719,111.3186654663086,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,0,0,0,72.8,0.3236363636363636,3,Thursday,1,2,1,8,983.4478759765625,223.20730590820312,227.76164154052734,Expect near-normal demand with no major external spike drivers flagged.
2026-01-08,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,0,0,0,72.8,0.3236363636363636,3,Thursday,1,2,1,8,983.4478759765625,175.33489990234375,204.3568572998047,Expect below-normal demand with no major external spike drivers flagged.
2026-01-09,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,0,0,74.5,0.3545454545454545,4,Friday,1,2,1,9,972.5623168945312,113.62171936035156,111.19136215209961,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,0,0,74.5,0.3545454545454545,4,Friday,1,2,1,9,972.5623168945312,182.9777374267578,208.36778778076172,Expect below-normal demand with no major external spike drivers flagged.
2026-01-09,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,0,0,74.5,0.3545454545454545,4,Friday,1,2,1,9,972.5623168945312,132.96218872070312,140.1034342956543,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,0,0,74.5,0.3545454545454545,4,Friday,1,2,1,9,972.5623168945312,96.09061431884766,102.273119430542,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,0,0,74.5,0.3545454545454545,4,Friday,1,2,1,9,972.5623168945312,189.40538024902344,205.68036178588866,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S001,Tempe,campus corridor,snacks,1,0,none,0,none,0,0,0,74.5,0.3545454545454545,4,Friday,1,2,1,9,972.5623168945312,184.28807067871094,167.19183273315429,Expect near-normal snacks demand because of promotion activity.
2026-01-09,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,0,0,78.0,0.4181818181818181,4,Friday,1,2,1,9,1148.4951171875,149.9458770751953,156.01402236938478,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,0,0,78.0,0.4181818181818181,4,Friday,1,2,1,9,1148.4951171875,245.73744201660156,283.5740371704102,Expect below-normal demand with no major external spike drivers flagged.
2026-01-09,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,0,0,78.0,0.4181818181818181,4,Friday,1,2,1,9,1148.4951171875,175.5637969970703,179.64803192138672,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,0,0,78.0,0.4181818181818181,4,Friday,1,2,1,9,1148.4951171875,126.71492004394531,144.4372334289551,Expect below-normal demand with no major external spike drivers flagged.
2026-01-09,S002,Phoenix,urban flagship,produce,1,0,none,0,none,0,0,0,78.0,0.4181818181818181,4,Friday,1,2,1,9,1148.4951171875,297.7408752441406,282.2532858276367,Expect near-normal produce demand because of promotion activity.
2026-01-09,S002,Phoenix,urban flagship,snacks,1,0,none,0,none,0,0,0,78.0,0.4181818181818181,4,Friday,1,2,1,9,1148.4951171875,251.56370544433594,208.58270141601562,Expect above-normal snacks demand because of promotion activity.
2026-01-09,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,0,0,76.0,0.3818181818181818,4,Friday,1,2,1,9,906.9500732421875,106.1691665649414,109.33223060607911,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,0,0,76.0,0.3818181818181818,4,Friday,1,2,1,9,906.9500732421875,163.5054168701172,173.22029556274413,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,0,0,76.0,0.3818181818181818,4,Friday,1,2,1,9,906.9500732421875,122.75006103515625,128.16856246948242,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,0,0,76.0,0.3818181818181818,4,Friday,1,2,1,9,906.9500732421875,85.61946105957031,85.07419486999511,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S003,Mesa,family suburban,produce,0,0,none,0,none,0,0,0,76.0,0.3818181818181818,4,Friday,1,2,1,9,906.9500732421875,177.88546752929688,173.0704818725586,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S003,Mesa,family suburban,snacks,0,0,none,0,none,0,0,0,76.0,0.3818181818181818,4,Friday,1,2,1,9,906.9500732421875,144.0115966796875,148.05304916381837,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,0,0,0,72.5,0.3181818181818182,4,Friday,1,2,1,9,1057.9356689453125,138.09490966796875,137.01260833740236,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,0,0,0,72.5,0.3181818181818182,4,Friday,1,2,1,9,1057.9356689453125,213.0292205810547,220.58028854370116,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,0,0,72.5,0.3181818181818182,4,Friday,1,2,1,9,1057.9356689453125,153.72647094726562,159.0741358947754,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S004,Scottsdale,premium suburban,frozen,1,0,none,0,none,0,0,0,72.5,0.3181818181818182,4,Friday,1,2,1,9,1057.9356689453125,130.5735626220703,123.81734176635743,Expect near-normal frozen demand because of promotion activity.
2026-01-09,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,0,0,0,72.5,0.3181818181818182,4,Friday,1,2,1,9,1057.9356689453125,238.65170288085938,252.92376892089845,Expect near-normal demand with no major external spike drivers flagged.
2026-01-09,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,0,0,0,72.5,0.3181818181818182,4,Friday,1,2,1,9,1057.9356689453125,184.3360595703125,202.49131759643555,Expect below-normal demand with no major external spike drivers flagged.
2026-01-10,S001,Tempe,campus corridor,bakery,0,0,none,0,none,1,0,0,74.2,0.3490909090909091,5,Saturday,1,2,1,10,1031.824462890625,126.7270278930664,128.77744056701658,Expect near-normal bakery demand because of weekend traffic.
2026-01-10,S001,Tempe,campus corridor,beverages,1,0,none,0,none,1,0,0,74.2,0.3490909090909091,5,Saturday,1,2,1,10,1031.824462890625,242.9744110107422,207.165118560791,"Expect above-normal beverages demand because of promotion activity, weekend traffic."
2026-01-10,S001,Tempe,campus corridor,dairy,0,0,none,0,none,1,0,0,74.2,0.3490909090909091,5,Saturday,1,2,1,10,1031.824462890625,141.6293182373047,136.19400390625,Expect near-normal dairy demand because of weekend traffic.
2026-01-10,S001,Tempe,campus corridor,frozen,0,0,none,0,none,1,0,0,74.2,0.3490909090909091,5,Saturday,1,2,1,10,1031.824462890625,107.21768188476562,112.17025077819824,Expect near-normal frozen demand because of weekend traffic.
2026-01-10,S001,Tempe,campus corridor,produce,0,0,none,0,none,1,0,0,74.2,0.3490909090909091,5,Saturday,1,2,1,10,1031.824462890625,205.27578735351562,214.54685623168945,Expect near-normal produce demand because of weekend traffic.
2026-01-10,S001,Tempe,campus corridor,snacks,0,0,none,0,none,1,0,0,74.2,0.3490909090909091,5,Saturday,1,2,1,10,1031.824462890625,187.22129821777344,200.911688079834,Expect near-normal snacks demand because of weekend traffic.
2026-01-10,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,1,0,0,77.7,0.4127272727272728,5,Saturday,1,2,1,10,1199.973388671875,173.56283569335938,168.7560429382324,Expect near-normal bakery demand because of weekend traffic.
2026-01-10,S002,Phoenix,urban flagship,beverages,1,0,none,0,none,1,0,0,77.7,0.4127272727272728,5,Saturday,1,2,1,10,1199.973388671875,313.7037353515625,307.43744873046876,"Expect near-normal beverages demand because of promotion activity, weekend traffic."
2026-01-10,S002,Phoenix,urban flagship,dairy,1,0,none,0,none,1,0,0,77.7,0.4127272727272728,5,Saturday,1,2,1,10,1199.973388671875,224.89779663085938,193.2788571166992,"Expect above-normal dairy demand because of promotion activity, weekend traffic."
2026-01-10,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,1,0,0,77.7,0.4127272727272728,5,Saturday,1,2,1,10,1199.973388671875,142.40878295898438,148.36725341796875,Expect near-normal frozen demand because of weekend traffic.
2026-01-10,S002,Phoenix,urban flagship,produce,0,0,none,0,none,1,0,0,77.7,0.4127272727272728,5,Saturday,1,2,1,10,1199.973388671875,273.1496887207031,283.12138702392576,Expect near-normal produce demand because of weekend traffic.
2026-01-10,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,1,0,0,77.7,0.4127272727272728,5,Saturday,1,2,1,10,1199.973388671875,246.2310028076172,246.1314082336426,Expect near-normal snacks demand because of weekend traffic.
2026-01-10,S003,Mesa,family suburban,bakery,0,0,none,0,none,1,0,0,75.7,0.3763636363636364,5,Saturday,1,2,1,10,960.1968383789062,115.90801239013672,128.32554832458496,Expect below-normal bakery demand because of weekend traffic.
2026-01-10,S003,Mesa,family suburban,beverages,1,0,none,0,none,1,0,0,75.7,0.3763636363636364,5,Saturday,1,2,1,10,960.1968383789062,223.12716674804688,218.51951782226564,"Expect near-normal beverages demand because of promotion activity, weekend traffic."
2026-01-10,S003,Mesa,family suburban,dairy,0,0,none,0,none,1,0,0,75.7,0.3763636363636364,5,Saturday,1,2,1,10,960.1968383789062,130.1971435546875,132.82659744262696,Expect near-normal dairy demand because of weekend traffic.
2026-01-10,S003,Mesa,family suburban,frozen,0,0,none,0,none,1,0,0,75.7,0.3763636363636364,5,Saturday,1,2,1,10,960.1968383789062,93.18502044677734,107.77535957336426,Expect below-normal frozen demand because of weekend traffic.
2026-01-10,S003,Mesa,family suburban,produce,0,0,none,0,none,1,0,0,75.7,0.3763636363636364,5,Saturday,1,2,1,10,960.1968383789062,196.56919860839844,248.8507228088379,Expect below-normal produce demand because of weekend traffic.
2026-01-10,S003,Mesa,family suburban,snacks,0,0,none,0,none,1,0,0,75.7,0.3763636363636364,5,Saturday,1,2,1,10,960.1968383789062,162.09219360351562,186.55814056396486,Expect below-normal snacks demand because of weekend traffic.
2026-01-10,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,1,0,0,72.2,0.3127272727272728,5,Saturday,1,2,1,10,1145.589111328125,155.70616149902344,185.2644497680664,Expect below-normal bakery demand because of weekend traffic.
2026-01-10,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,1,0,0,72.2,0.3127272727272728,5,Saturday,1,2,1,10,1145.589111328125,245.39051818847656,273.6709812927246,Expect below-normal beverages demand because of weekend traffic.
2026-01-10,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,1,0,0,72.2,0.3127272727272728,5,Saturday,1,2,1,10,1145.589111328125,171.69454956054688,182.50077499389647,Expect near-normal dairy demand because of weekend traffic.
2026-01-10,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,1,0,0,72.2,0.3127272727272728,5,Saturday,1,2,1,10,1145.589111328125,126.06141662597656,133.747041015625,Expect near-normal frozen demand because of weekend traffic.
2026-01-10,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,1,0,0,72.2,0.3127272727272728,5,Saturday,1,2,1,10,1145.589111328125,262.6598205566406,287.82799743652345,Expect below-normal produce demand because of weekend traffic.
2026-01-10,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,1,0,0,72.2,0.3127272727272728,5,Saturday,1,2,1,10,1145.589111328125,218.03416442871094,241.40228149414062,Expect below-normal snacks demand because of weekend traffic.
