date,store_id,city,store_profile,family,onpromotion,holiday_flag,holiday_name,local_event_flag,local_event_name,weekend_flag,payday_flag,heatwave_flag,avg_temp_f,temp_index,day_of_week,day_name,month,week_of_year,quarter,day_of_month,pred_transactions,pred_sales,baseline_sales,explanation,delta_units,uplift_pct,case_pack,safety_stock_units,estimated_on_hand_units,recommended_order_units,event_or_holiday_flag,priority,action,drivers
2026-01-04,S002,Phoenix,urban flagship,produce,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,273.4325561523437,297.92,Expect below-normal produce demand because of weekend traffic.,-24.487443847656323,-8.219469605147799,12,32.811906738281245,327.7,0,0,Normal,Trim order,baseline demand
2026-01-04,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,1,0,0,79.5,0.4454545454545454,6,Sunday,1,1,1,4,1174.2080078125,246.94775390625,244.685,Expect near-normal snacks demand because of weekend traffic.,2.2627539062499977,0.9247620026769102,18,39.511640625,269.2,18,0,Medium,Replenish,baseline demand
2026-01-04,S003,Mesa,family suburban,bakery,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140624,114.45526885986328,119.025,Expect near-normal bakery demand because of weekend traffic.,-4.569731140136724,-3.8393036254036748,8,11.445526885986329,130.9,0,0,Normal,Hold steady,baseline demand
2026-01-04,S003,Mesa,family suburban,beverages,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140624,187.03054809570312,198.2575,Expect near-normal beverages demand because of weekend traffic.,-11.226951904296868,-5.662813212260252,24,33.665498657226564,218.1,24,0,Medium,Replenish,baseline demand
2026-01-04,S003,Mesa,family suburban,dairy,1,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140624,150.0324249267578,127.1675,"Expect above-normal dairy demand because of promotion activity, weekend traffic.",22.86492492675781,17.98016389939081,12,18.003890991210938,139.9,36,0,Medium,Increase order,promotion
2026-01-04,S003,Mesa,family suburban,frozen,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140624,88.45787048339844,101.82,Expect below-normal frozen demand because of weekend traffic.,-13.362129516601556,-13.123285716560162,10,11.499523162841797,112.0,0,0,Normal,Trim order,baseline demand
2026-01-04,S003,Mesa,family suburban,produce,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140624,187.9729766845703,188.52,Expect near-normal produce demand because of weekend traffic.,-0.5470233154296977,-0.29016725834378193,12,22.556757202148436,207.4,12,0,Medium,Replenish,baseline demand
2026-01-04,S003,Mesa,family suburban,snacks,0,0,none,0,none,1,0,0,77.5,0.4090909090909091,6,Sunday,1,1,1,4,916.0718994140624,158.04556274414062,161.66500000000002,Expect near-normal snacks demand because of weekend traffic.,-3.6194372558593955,-2.238850249503229,18,25.2872900390625,177.8,18,0,Medium,Replenish,baseline demand
2026-01-04,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,153.46376037597656,141.9225,Expect near-normal bakery demand because of weekend traffic.,11.541260375976549,8.132086438708836,8,15.346376037597658,156.1,16,0,Medium,Replenish,baseline demand
2026-01-04,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,236.4521026611328,242.3775,Expect near-normal beverages demand because of weekend traffic.,-5.925397338867185,-2.444697770571602,24,42.561378479003906,266.6,24,0,Medium,Replenish,baseline demand
2026-01-04,S004,Scottsdale,premium suburban,dairy,1,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,193.01852416992188,183.805,"Expect near-normal dairy demand because of promotion activity, weekend traffic.",9.213524169921868,5.012662424809917,12,23.162222900390624,202.2,24,0,Medium,Replenish,promotion
2026-01-04,S004,Scottsdale,premium suburban,frozen,1,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,145.47947692871094,123.33,"Expect above-normal frozen demand because of promotion activity, weekend traffic.",22.14947692871094,17.959520740055897,10,18.912332000732423,135.7,30,0,Medium,Increase order,promotion
2026-01-04,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,253.54684448242188,271.8225,Expect near-normal produce demand because of weekend traffic.,-18.275655517578116,-6.7233784979455775,12,30.425621337890625,299.0,0,0,Normal,Trim order,baseline demand
2026-01-04,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,1,0,0,74.0,0.3454545454545454,6,Sunday,1,1,1,4,1109.2587890625,208.69537353515625,210.415,Expect near-normal snacks demand because of weekend traffic.,-1.719626464843742,-0.8172546942203466,18,33.391259765625,231.5,18,0,Medium,Replenish,baseline demand
2026-01-05,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,100.64228057861328,105.6675,Expect near-normal demand with no major external spike drivers flagged.,-5.025219421386723,-4.755690653594267,8,10.064228057861328,116.2,0,0,Normal,Hold steady,baseline demand
2026-01-05,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,167.25120544433594,172.7375,Expect near-normal demand with no major external spike drivers flagged.,-5.486294555664074,-3.1760877375578977,24,30.10521697998047,190.0,24,0,Medium,Replenish,baseline demand
2026-01-05,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,119.4089126586914,125.9325,Expect near-normal demand with no major external spike drivers flagged.,-6.523587341308598,-5.180225391625353,12,14.329069519042969,138.5,0,0,Normal,Hold steady,baseline demand
2026-01-05,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,89.59175109863281,93.6375,Expect near-normal demand with no major external spike drivers flagged.,-4.04574890136719,-4.320650275121816,10,11.646927642822266,103.0,0,0,Normal,Hold steady,baseline demand
2026-01-05,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,176.1893768310547,169.05,Expect near-normal demand with no major external spike drivers flagged.,7.139376831054676,4.223233854513266,12,21.14272521972656,186.0,12,0,Medium,Replenish,baseline demand
2026-01-05,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,0,0,75.7,0.3763636363636364,0,Monday,1,2,1,5,836.4194946289062,143.71392822265625,150.715,Expect near-normal demand with no major external spike drivers flagged.,-7.001071777343753,-4.645238879569886,18,22.994228515625,165.8,18,0,Medium,Replenish,baseline demand
2026-01-05,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,133.27001953125,134.6025,Expect near-normal demand with no major external spike drivers flagged.,-1.332480468749992,-0.9899373850782801,8,13.327001953125,148.1,0,0,Normal,Hold steady,baseline demand
2026-01-05,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,214.7063140869141,250.935,Expect below-normal demand with no major external spike drivers flagged.,-36.22868591308591,-14.437478196778414,24,38.647136535644535,276.0,0,0,Normal,Trim order,baseline demand
2026-01-05,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,153.49510192871094,164.7225,Expect near-normal demand with no major external spike drivers flagged.,-11.227398071289059,-6.815946862929509,12,18.41941223144531,181.2,0,0,Normal,Hold steady,baseline demand
2026-01-05,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,110.8438949584961,123.0625,Expect below-normal demand with no major external spike drivers flagged.,-12.218605041503906,-9.928780125142838,10,14.409706344604492,135.4,0,0,Normal,Trim order,baseline demand
2026-01-05,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,226.3902282714844,255.2675,Expect below-normal demand with no major external spike drivers flagged.,-28.87727172851561,-11.312553195575468,12,27.166827392578128,280.8,0,0,Normal,Trim order,baseline demand
2026-01-05,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,0,0,79.2,0.44,0,Monday,1,2,1,5,985.9522094726562,190.0925750732422,192.3225,Expect near-normal demand with no major external spike drivers flagged.,-2.2299249267578034,-1.159471682594498,18,30.41481201171875,211.6,18,0,Medium,Replenish,baseline demand
2026-01-05,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,96.59894561767578,100.715,Expect near-normal demand with no major external spike drivers flagged.,-4.116054382324222,-4.086833522637365,8,9.65989456176758,110.8,0,0,Normal,Hold steady,baseline demand
2026-01-05,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,156.11141967773438,160.2525,Expect near-normal demand with no major external spike drivers flagged.,-4.141080322265623,-2.5840971730647713,24,28.100055541992187,176.3,24,0,Medium,Replenish,baseline demand
2026-01-05,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,112.75577545166016,122.64,Expect below-normal demand with no major external spike drivers flagged.,-9.884224548339844,-8.05954382610881,12,13.530693054199219,134.9,0,0,Normal,Hold steady,baseline demand
2026-01-05,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,75.96337890625,76.7725,Expect near-normal demand with no major external spike drivers flagged.,-0.8091210937499937,-1.0539204711973609,10,9.8752392578125,84.4,10,0,Medium,Replenish,baseline demand
2026-01-05,S003,Mesa,family suburban,produce,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,166.4650421142578,175.19,Expect near-normal demand with no major external spike drivers flagged.,-8.724957885742185,-4.980283055963346,12,19.975805053710936,192.7,0,0,Normal,Hold steady,baseline demand
2026-01-05,S003,Mesa,family suburban,snacks,0,0,none,0,none,0,0,0,77.2,0.4036363636363637,0,Monday,1,2,1,5,793.8455810546875,131.837158203125,130.025,Expect near-normal demand with no major external spike drivers flagged.,1.8121582031249943,1.393699829359734,18,21.0939453125,143.0,18,0,Medium,Replenish,baseline demand
2026-01-05,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,123.05120849609376,119.7325,Expect near-normal demand with no major external spike drivers flagged.,3.3187084960937625,2.7717691488056815,8,12.305120849609377,131.7,8,0,Medium,Replenish,baseline demand
2026-01-05,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,185.89634704589844,192.905,Expect near-normal demand with no major external spike drivers flagged.,-7.008652954101564,-3.63321477105392,24,33.46134246826172,212.2,24,0,Medium,Replenish,baseline demand
2026-01-05,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,137.32667541503906,138.2725,Expect near-normal demand with no major external spike drivers flagged.,-0.9458245849609455,-0.6840294237545032,12,16.479201049804686,152.1,12,0,Medium,Replenish,baseline demand
2026-01-05,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,100.82128143310548,101.995,Expect near-normal demand with no major external spike drivers flagged.,-1.1737185668945216,-1.1507608871949817,10,13.106766586303713,112.2,10,0,Medium,Replenish,baseline demand
2026-01-05,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,213.6483459472656,210.3475,Expect near-normal demand with no major external spike drivers flagged.,3.3008459472656,1.5692346936690953,12,25.63780151367187,231.4,12,0,Medium,Replenish,baseline demand
2026-01-05,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,0,0,0,73.7,0.34,0,Monday,1,2,1,5,915.748779296875,168.19900512695312,188.215,Expect below-normal demand with no major external spike drivers flagged.,-20.01599487304688,-10.634643823843412,18,26.911840820312502,207.0,0,0,Normal,Trim order,baseline demand
2026-01-06,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,105.52039337158205,112.355,Expect near-normal demand with no major external spike drivers flagged.,-6.8346066284179585,-6.083046262665621,8,10.552039337158206,123.6,0,0,Normal,Hold steady,baseline demand
2026-01-06,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,169.60423278808594,175.2125,Expect near-normal demand with no major external spike drivers flagged.,-5.608267211914068,-3.200837389977352,24,30.528761901855468,192.7,24,0,Medium,Replenish,baseline demand
2026-01-06,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,121.99394989013672,121.1025,Expect near-normal demand with no major external spike drivers flagged.,0.8914498901367125,0.7361118805447554,12,14.639273986816406,133.2,12,0,Medium,Replenish,baseline demand
2026-01-06,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,93.68358612060548,103.98,Expect below-normal demand with no major external spike drivers flagged.,-10.296413879394521,-9.902302249850472,10,12.178866195678713,114.4,0,0,Normal,Hold steady,baseline demand
2026-01-06,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,181.0201873779297,181.2825,Expect near-normal demand with no major external spike drivers flagged.,-0.26231262207031136,-0.14469825938538544,12,21.72242248535156,199.4,12,0,Medium,Replenish,baseline demand
2026-01-06,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,0,0,75.4,0.370909090909091,1,Tuesday,1,2,1,6,894.6683959960938,147.7967071533203,154.275,Expect near-normal demand with no major external spike drivers flagged.,-6.478292846679693,-4.199185121814742,18,23.64747314453125,169.7,18,0,Medium,Replenish,baseline demand
2026-01-06,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,138.90162658691406,144.525,Expect near-normal demand with no major external spike drivers flagged.,-5.623373413085943,-3.8909347262314085,8,13.890162658691407,159.0,0,0,Normal,Hold steady,baseline demand
2026-01-06,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,214.8072204589844,250.94,Expect below-normal demand with no major external spike drivers flagged.,-36.132779541015594,-14.398971682878614,24,38.66529968261719,276.0,0,0,Normal,Trim order,baseline demand
2026-01-06,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,161.49838256835938,177.5325,Expect below-normal demand with no major external spike drivers flagged.,-16.034117431640624,-9.031651912545941,12,19.379805908203124,195.3,0,0,Normal,Trim order,baseline demand
2026-01-06,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,117.29608917236328,130.6675,Expect below-normal demand with no major external spike drivers flagged.,-13.371410827636709,-10.233157309688108,10,15.248491592407227,143.7,0,0,Normal,Trim order,baseline demand
2026-01-06,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,228.8226776123047,263.39250000000004,Expect below-normal demand with no major external spike drivers flagged.,-34.56982238769535,-13.12483171984599,12,27.458721313476563,289.7,0,0,Normal,Trim order,baseline demand
2026-01-06,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,0,0,78.9,0.4345454545454546,1,Tuesday,1,2,1,6,1008.265625,192.1622009277344,219.32,Expect below-normal demand with no major external spike drivers flagged.,-27.15779907226559,-12.382728010334484,18,30.745952148437507,241.3,0,0,Normal,Trim order,baseline demand
2026-01-06,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,98.75289916992188,94.415,Expect near-normal demand with no major external spike drivers flagged.,4.337899169921869,4.594502112928951,8,9.875289916992188,103.9,8,0,Medium,Replenish,baseline demand
2026-01-06,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,153.61395263671875,157.16500000000002,Expect near-normal demand with no major external spike drivers flagged.,-3.5510473632812705,-2.2594390374964335,24,27.650511474609374,172.9,24,0,Medium,Replenish,baseline demand
2026-01-06,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,110.3598175048828,107.34,Expect near-normal demand with no major external spike drivers flagged.,3.019817504882795,2.8133198294045045,12,13.243178100585935,118.1,12,0,Medium,Replenish,baseline demand
2026-01-06,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,77.62657165527344,74.69,Expect near-normal demand with no major external spike drivers flagged.,2.9365716552734398,3.9316798169412768,10,10.091454315185548,82.2,10,0,Medium,Replenish,baseline demand
2026-01-06,S003,Mesa,family suburban,produce,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,165.4875946044922,169.8375,Expect near-normal demand with no major external spike drivers flagged.,-4.349905395507818,-2.56121610098348,12,19.85851135253906,186.8,0,0,Normal,Hold steady,baseline demand
2026-01-06,S003,Mesa,family suburban,snacks,0,0,none,0,none,0,0,0,76.9,0.3981818181818183,1,Tuesday,1,2,1,6,801.873046875,130.27769470214844,130.8,Expect near-normal demand with no major external spike drivers flagged.,-0.5223052978515739,-0.3993159769507445,18,20.844431152343752,143.9,18,0,Medium,Replenish,baseline demand
2026-01-06,S004,Scottsdale,premium suburban,bakery,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,126.97146606445312,125.755,Expect near-normal demand with no major external spike drivers flagged.,1.2164660644531295,0.967330177291662,8,12.697146606445314,138.3,8,0,Medium,Replenish,baseline demand
2026-01-06,S004,Scottsdale,premium suburban,beverages,1,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,227.1964263916016,202.0575,Expect above-normal beverages demand because of promotion activity.,25.138926391601586,12.441471557156545,24,40.89535675048828,222.3,48,0,Medium,Increase order,promotion
2026-01-06,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,139.77996826171875,136.3175,Expect near-normal demand with no major external spike drivers flagged.,3.4624682617187545,2.5400027595273937,12,16.77359619140625,149.9,12,0,Medium,Replenish,baseline demand
2026-01-06,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,108.67972564697266,109.0375,Expect near-normal demand with no major external spike drivers flagged.,-0.35777435302733807,-0.3281204659198332,10,14.128364334106445,119.9,10,0,Medium,Replenish,baseline demand
2026-01-06,S004,Scottsdale,premium suburban,produce,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,224.4342803955078,224.3775,Expect near-normal demand with no major external spike drivers flagged.,0.056780395507814774,0.02530574389491583,12,26.932113647460938,246.8,12,0,Medium,Replenish,baseline demand
2026-01-06,S004,Scottsdale,premium suburban,snacks,0,0,none,0,none,0,0,0,73.4,0.3345454545454546,1,Tuesday,1,2,1,6,974.7643432617188,173.1828155517578,169.9125,Expect near-normal demand with no major external spike drivers flagged.,3.270315551757818,1.9247056877850766,18,27.70925048828125,186.9,18,0,Medium,Replenish,baseline demand
2026-01-07,S001,Tempe,campus corridor,bakery,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359376,118.5224838256836,140.7525,Expect below-normal demand with no major external spike drivers flagged.,-22.230016174316404,-15.793691887757877,8,11.85224838256836,154.8,0,0,Normal,Trim order,baseline demand
2026-01-07,S001,Tempe,campus corridor,beverages,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359376,183.6324920654297,248.7425,Expect below-normal demand with no major external spike drivers flagged.,-65.11000793457032,-26.175666777720057,24,33.053848571777344,273.6,0,0,Normal,Trim order,baseline demand
2026-01-07,S001,Tempe,campus corridor,dairy,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359376,131.80677795410156,164.5825,Expect below-normal demand with no major external spike drivers flagged.,-32.77572204589845,-19.91446359479194,12,15.816813354492187,181.0,0,0,Normal,Trim order,baseline demand
2026-01-07,S001,Tempe,campus corridor,frozen,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359376,98.16778564453124,120.2175,Expect below-normal demand with no major external spike drivers flagged.,-22.049714355468765,-18.341517961585264,10,12.76181213378906,132.2,0,0,Normal,Trim order,baseline demand
2026-01-07,S001,Tempe,campus corridor,produce,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359376,199.60675048828125,246.2875,Expect below-normal demand with no major external spike drivers flagged.,-46.680749511718744,-18.95376318802974,12,23.952810058593748,270.9,0,0,Normal,Trim order,baseline demand
2026-01-07,S001,Tempe,campus corridor,snacks,0,0,none,0,none,0,0,0,75.1,0.3654545454545453,2,Wednesday,1,2,1,7,958.3226318359376,158.5684814453125,199.525,Expect below-normal demand with no major external spike drivers flagged.,-40.956518554687506,-20.527010928298463,18,25.37095703125,219.5,0,0,Normal,Trim order,baseline demand
2026-01-07,S002,Phoenix,urban flagship,bakery,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,147.66500854492188,182.8575,Expect below-normal demand with no major external spike drivers flagged.,-35.19249145507811,-19.245856174933003,8,14.766500854492188,201.1,0,0,Normal,Trim order,baseline demand
2026-01-07,S002,Phoenix,urban flagship,beverages,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,231.50259399414065,347.375,Expect below-normal demand with no major external spike drivers flagged.,-115.87240600585935,-33.35657603623155,24,41.670466918945316,382.1,0,0,Normal,Trim order,baseline demand
2026-01-07,S002,Phoenix,urban flagship,dairy,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,169.93887329101562,201.4325,Expect below-normal demand with no major external spike drivers flagged.,-31.49362670898438,-15.634828892549304,12,20.392664794921874,221.6,0,0,Normal,Trim order,baseline demand
2026-01-07,S002,Phoenix,urban flagship,frozen,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,125.68462371826172,163.325,Expect below-normal demand with no major external spike drivers flagged.,-37.64037628173827,-23.046304167603413,10,16.339001083374026,179.7,0,0,Normal,Trim order,baseline demand
2026-01-07,S002,Phoenix,urban flagship,produce,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,244.076416015625,325.2,Expect below-normal demand with no major external spike drivers flagged.,-81.12358398437499,-24.945751532710638,12,29.289169921875,357.7,0,0,Normal,Trim order,baseline demand
2026-01-07,S002,Phoenix,urban flagship,snacks,0,0,none,0,none,0,0,0,78.6,0.4290909090909089,2,Wednesday,1,2,1,7,1104.8118896484375,216.1792755126953,265.6325,Expect below-normal demand with no major external spike drivers flagged.,-49.45322448730468,-18.617158851911828,18,34.58868408203125,292.2,0,0,Normal,Trim order,baseline demand
2026-01-07,S003,Mesa,family suburban,bakery,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,102.96934509277344,126.33,Expect below-normal demand with no major external spike drivers flagged.,-23.36065490722656,-18.491771477263168,8,10.296934509277344,139.0,0,0,Normal,Trim order,baseline demand
2026-01-07,S003,Mesa,family suburban,beverages,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,156.125732421875,212.48,Expect below-normal demand with no major external spike drivers flagged.,-56.35426757812499,-26.522151533379606,24,28.102631835937498,233.7,0,0,Normal,Trim order,baseline demand
2026-01-07,S003,Mesa,family suburban,dairy,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,123.80584716796876,139.9425,Expect below-normal demand with no major external spike drivers flagged.,-16.13665283203123,-11.530916506444598,12,14.85670166015625,153.9,0,0,Normal,Trim order,baseline demand
2026-01-07,S003,Mesa,family suburban,frozen,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,84.95455169677734,107.84,Expect below-normal demand with no major external spike drivers flagged.,-22.88544830322266,-21.221669420644158,10,11.044091720581054,118.6,0,0,Normal,Trim order,baseline demand
2026-01-07,S003,Mesa,family suburban,produce,0,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,167.9874725341797,219.2,Expect below-normal demand with no major external spike drivers flagged.,-51.2125274658203,-23.363379318348677,12,20.158496704101562,241.1,0,0,Normal,Trim order,baseline demand
2026-01-07,S003,Mesa,family suburban,snacks,1,0,none,0,none,0,0,0,76.6,0.3927272727272726,2,Wednesday,1,2,1,7,878.1901245117188,166.128173828125,174.58249999999998,Expect near-normal snacks demand because of promotion activity.,-8.454326171874982,-4.842596578623277,18,26.580507812500002,192.0,18,0,Medium,Replenish,promotion
2026-01-07,S004,Scottsdale,premium suburban,bakery,1,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,157.32028198242188,172.25,Expect below-normal bakery demand because of promotion activity.,-14.929718017578125,-8.667470547215167,8,15.732028198242189,189.5,0,0,Normal,Trim order,promotion
2026-01-07,S004,Scottsdale,premium suburban,beverages,0,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,221.6463623046875,276.83500000000004,Expect below-normal demand with no major external spike drivers flagged.,-55.188637695312536,-19.93557089794012,24,39.89634521484375,304.5,0,0,Normal,Trim order,baseline demand
2026-01-07,S004,Scottsdale,premium suburban,dairy,0,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,140.72091674804688,186.12,Expect below-normal demand with no major external spike drivers flagged.,-45.39908325195313,-24.39237226088176,12,16.886510009765626,204.7,0,0,Normal,Trim order,baseline demand
2026-01-07,S004,Scottsdale,premium suburban,frozen,0,0,none,0,none,0,0,0,73.1,0.329090909090909,2,Wednesday,1,2,1,7,1054.93798828125,114.3730239868164,134.47500000000002,Expect below-normal demand with no major external spike drivers flagged.,-20.101976013183616,-14.948485601921261,10,14.868493118286134,147.9,0,0,Normal,Trim order,baseline demand
