date,store_id,city,store_profile,family,unit_sales,transactions,onpromotion,holiday_flag,holiday_name,local_event_flag,local_event_name,weekend_flag,payday_flag,heatwave_flag,avg_temp_f,temp_index,day_of_week,day_name,month,week_of_year,quarter,day_of_month
2024-03-21,S002,Phoenix,urban flagship,beverages,213.34,1024.0,0,0,none,0,none,0,0,0,66.0,0.2,3,Thursday,3,12,1,21
2024-03-21,S002,Phoenix,urban flagship,snacks,215.86,1024.0,1,0,none,0,none,0,0,0,66.0,0.2,3,Thursday,3,12,1,21
2024-03-21,S002,Phoenix,urban flagship,dairy,159.79,1024.0,0,0,none,0,none,0,0,0,66.0,0.2,3,Thursday,3,12,1,21
2024-03-21,S002,Phoenix,urban flagship,bakery,143.25,1024.0,0,0,none,0,none,0,0,0,66.0,0.2,3,Thursday,3,12,1,21
2024-03-21,S002,Phoenix,urban flagship,frozen,82.79,1024.0,0,0,none,0,none,0,0,0,66.0,0.2,3,Thursday,3,12,1,21
2024-03-22,S002,Phoenix,urban flagship,produce,239.83,1103.0,0,0,none,0,none,0,0,0,66.0,0.2,4,Friday,3,12,1,22
2024-03-22,S002,Phoenix,urban flagship,beverages,204.34,1103.0,0,0,none,0,none,0,0,0,66.0,0.2,4,Friday,3,12,1,22
2024-03-22,S002,Phoenix,urban flagship,snacks,184.99,1103.0,0,0,none,0,none,0,0,0,66.0,0.2,4,Friday,3,12,1,22
2024-03-22,S002,Phoenix,urban flagship,dairy,160.28,1103.0,0,0,none,0,none,0,0,0,66.0,0.2,4,Friday,3,12,1,22
2024-03-22,S002,Phoenix,urban flagship,bakery,186.4,1103.0,1,0,none,0,none,0,0,0,66.0,0.2,4,Friday,3,12,1,22
2024-03-22,S002,Phoenix,urban flagship,frozen,130.77,1103.0,0,0,none,0,none,0,0,0,66.0,0.2,4,Friday,3,12,1,22
2024-03-23,S002,Phoenix,urban flagship,produce,264.1,1148.0,0,0,none,0,none,1,0,0,66.0,0.2,5,Saturday,3,12,1,23
2024-03-23,S002,Phoenix,urban flagship,beverages,285.56,1148.0,1,0,none,0,none,1,0,0,66.0,0.2,5,Saturday,3,12,1,23
2024-03-23,S002,Phoenix,urban flagship,snacks,234.55,1148.0,0,0,none,0,none,1,0,0,66.0,0.2,5,Saturday,3,12,1,23
2024-03-23,S002,Phoenix,urban flagship,dairy,180.26,1148.0,0,0,none,0,none,1,0,0,66.0,0.2,5,Saturday,3,12,1,23
2024-03-23,S002,Phoenix,urban flagship,bakery,156.89,1148.0,0,0,none,0,none,1,0,0,66.0,0.2,5,Saturday,3,12,1,23
2024-03-23,S002,Phoenix,urban flagship,frozen,131.62,1148.0,0,0,none,0,none,1,0,0,66.0,0.2,5,Saturday,3,12,1,23
2024-03-24,S002,Phoenix,urban flagship,produce,249.34,1083.0,0,0,none,0,none,1,0,0,66.0,0.2,6,Sunday,3,12,1,24
2024-03-24,S002,Phoenix,urban flagship,beverages,287.88,1083.0,1,0,none,0,none,1,0,0,66.0,0.2,6,Sunday,3,12,1,24
2024-03-24,S002,Phoenix,urban flagship,snacks,201.65,1083.0,0,0,none,0,none,1,0,0,66.0,0.2,6,Sunday,3,12,1,24
2024-03-24,S002,Phoenix,urban flagship,dairy,206.77,1083.0,1,0,none,0,none,1,0,0,66.0,0.2,6,Sunday,3,12,1,24
2024-03-24,S002,Phoenix,urban flagship,bakery,151.11,1083.0,0,0,none,0,none,1,0,0,66.0,0.2,6,Sunday,3,12,1,24
2024-03-24,S002,Phoenix,urban flagship,frozen,135.06,1083.0,0,0,none,0,none,1,0,0,66.0,0.2,6,Sunday,3,12,1,24
2024-03-25,S002,Phoenix,urban flagship,produce,236.82,953.0,0,0,none,0,none,0,0,0,66.0,0.2,0,Monday,3,13,1,25
2024-03-25,S002,Phoenix,urban flagship,beverages,249.79,953.0,1,0,none,0,none,0,0,0,66.0,0.2,0,Monday,3,13,1,25
2024-03-25,S002,Phoenix,urban flagship,snacks,202.65,953.0,0,0,none,0,none,0,0,0,66.0,0.2,0,Monday,3,13,1,25
2024-03-25,S002,Phoenix,urban flagship,dairy,177.33,953.0,0,0,none,0,none,0,0,0,66.0,0.2,0,Monday,3,13,1,25
2024-03-25,S002,Phoenix,urban flagship,bakery,142.48,953.0,0,0,none,0,none,0,0,0,66.0,0.2,0,Monday,3,13,1,25
2024-03-25,S002,Phoenix,urban flagship,frozen,117.25,953.0,0,0,none,0,none,0,0,0,66.0,0.2,0,Monday,3,13,1,25
2024-03-26,S002,Phoenix,urban flagship,produce,208.88,960.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,1,Tuesday,3,13,1,26
2024-03-26,S002,Phoenix,urban flagship,beverages,173.16,960.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,1,Tuesday,3,13,1,26
2024-03-26,S002,Phoenix,urban flagship,snacks,187.13,960.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,1,Tuesday,3,13,1,26
2024-03-26,S002,Phoenix,urban flagship,dairy,144.45,960.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,1,Tuesday,3,13,1,26
2024-03-26,S002,Phoenix,urban flagship,bakery,160.27,960.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,1,Tuesday,3,13,1,26
2024-03-26,S002,Phoenix,urban flagship,frozen,93.96,960.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,1,Tuesday,3,13,1,26
2024-03-27,S002,Phoenix,urban flagship,produce,242.33,1022.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,2,Wednesday,3,13,1,27
2024-03-27,S002,Phoenix,urban flagship,beverages,210.07,1022.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,2,Wednesday,3,13,1,27
2024-03-27,S002,Phoenix,urban flagship,snacks,166.46,1022.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,2,Wednesday,3,13,1,27
2024-03-27,S002,Phoenix,urban flagship,dairy,161.95,1022.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,2,Wednesday,3,13,1,27
2024-03-27,S002,Phoenix,urban flagship,bakery,126.01,1022.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,2,Wednesday,3,13,1,27
2024-03-27,S002,Phoenix,urban flagship,frozen,112.42,1022.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,2,Wednesday,3,13,1,27
2024-03-28,S002,Phoenix,urban flagship,produce,235.64,1054.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,3,Thursday,3,13,1,28
2024-03-28,S002,Phoenix,urban flagship,beverages,203.39,1054.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,3,Thursday,3,13,1,28
2024-03-28,S002,Phoenix,urban flagship,snacks,181.93,1054.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,3,Thursday,3,13,1,28
2024-03-28,S002,Phoenix,urban flagship,dairy,154.27,1054.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,3,Thursday,3,13,1,28
2024-03-28,S002,Phoenix,urban flagship,bakery,118.02,1054.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,3,Thursday,3,13,1,28
2024-03-28,S002,Phoenix,urban flagship,frozen,116.57,1054.0,0,0,none,0,none,0,0,0,66.1,0.2018181818181817,3,Thursday,3,13,1,28
2024-03-29,S002,Phoenix,urban flagship,produce,294.5,1056.0,1,0,none,0,none,0,0,0,66.2,0.2036363636363637,4,Friday,3,13,1,29
2024-03-29,S002,Phoenix,urban flagship,beverages,203.24,1056.0,0,0,none,0,none,0,0,0,66.2,0.2036363636363637,4,Friday,3,13,1,29
2024-03-29,S002,Phoenix,urban flagship,snacks,208.6,1056.0,0,0,none,0,none,0,0,0,66.2,0.2036363636363637,4,Friday,3,13,1,29
2024-03-29,S002,Phoenix,urban flagship,dairy,187.6,1056.0,0,0,none,0,none,0,0,0,66.2,0.2036363636363637,4,Friday,3,13,1,29
2024-03-29,S002,Phoenix,urban flagship,bakery,131.85,1056.0,0,0,none,0,none,0,0,0,66.2,0.2036363636363637,4,Friday,3,13,1,29
2024-03-29,S002,Phoenix,urban flagship,frozen,113.46,1056.0,0,0,none,0,none,0,0,0,66.2,0.2036363636363637,4,Friday,3,13,1,29
2024-03-30,S002,Phoenix,urban flagship,produce,257.75,1150.0,0,0,none,0,none,1,0,0,66.2,0.2036363636363637,5,Saturday,3,13,1,30
2024-03-30,S002,Phoenix,urban flagship,beverages,238.16,1150.0,0,0,none,0,none,1,0,0,66.2,0.2036363636363637,5,Saturday,3,13,1,30
2024-03-30,S002,Phoenix,urban flagship,snacks,222.13,1150.0,0,0,none,0,none,1,0,0,66.2,0.2036363636363637,5,Saturday,3,13,1,30
2024-03-30,S002,Phoenix,urban flagship,dairy,176.02,1150.0,0,0,none,0,none,1,0,0,66.2,0.2036363636363637,5,Saturday,3,13,1,30
2024-03-30,S002,Phoenix,urban flagship,bakery,161.11,1150.0,0,0,none,0,none,1,0,0,66.2,0.2036363636363637,5,Saturday,3,13,1,30
2024-03-30,S002,Phoenix,urban flagship,frozen,132.35,1150.0,0,0,none,0,none,1,0,0,66.2,0.2036363636363637,5,Saturday,3,13,1,30
2024-03-31,S002,Phoenix,urban flagship,produce,248.98,1154.0,0,0,none,0,none,1,0,0,66.3,0.2054545454545454,6,Sunday,3,13,1,31
2024-03-31,S002,Phoenix,urban flagship,beverages,259.31,1154.0,0,0,none,0,none,1,0,0,66.3,0.2054545454545454,6,Sunday,3,13,1,31
2024-03-31,S002,Phoenix,urban flagship,snacks,222.53,1154.0,0,0,none,0,none,1,0,0,66.3,0.2054545454545454,6,Sunday,3,13,1,31
2024-03-31,S002,Phoenix,urban flagship,dairy,168.96,1154.0,0,0,none,0,none,1,0,0,66.3,0.2054545454545454,6,Sunday,3,13,1,31
2024-03-31,S002,Phoenix,urban flagship,bakery,157.96,1154.0,0,0,none,0,none,1,0,0,66.3,0.2054545454545454,6,Sunday,3,13,1,31
2024-03-31,S002,Phoenix,urban flagship,frozen,133.05,1154.0,0,0,none,0,none,1,0,0,66.3,0.2054545454545454,6,Sunday,3,13,1,31
2024-04-01,S002,Phoenix,urban flagship,produce,249.71,960.0,0,0,none,0,none,0,1,0,66.3,0.2054545454545454,0,Monday,4,14,2,1
2024-04-01,S002,Phoenix,urban flagship,beverages,234.61,960.0,0,0,none,0,none,0,1,0,66.3,0.2054545454545454,0,Monday,4,14,2,1
2024-04-01,S002,Phoenix,urban flagship,snacks,183.4,960.0,0,0,none,0,none,0,1,0,66.3,0.2054545454545454,0,Monday,4,14,2,1
2024-04-01,S002,Phoenix,urban flagship,dairy,158.05,960.0,0,0,none,0,none,0,1,0,66.3,0.2054545454545454,0,Monday,4,14,2,1
2024-04-01,S002,Phoenix,urban flagship,bakery,126.18,960.0,0,0,none,0,none,0,1,0,66.3,0.2054545454545454,0,Monday,4,14,2,1
2024-04-01,S002,Phoenix,urban flagship,frozen,118.85,960.0,0,0,none,0,none,0,1,0,66.3,0.2054545454545454,0,Monday,4,14,2,1
2024-04-02,S002,Phoenix,urban flagship,produce,262.79,960.0,1,0,none,0,none,0,1,0,66.4,0.2072727272727274,1,Tuesday,4,14,2,2
2024-04-02,S002,Phoenix,urban flagship,beverages,215.4,960.0,0,0,none,0,none,0,1,0,66.4,0.2072727272727274,1,Tuesday,4,14,2,2
2024-04-02,S002,Phoenix,urban flagship,snacks,201.69,960.0,0,0,none,0,none,0,1,0,66.4,0.2072727272727274,1,Tuesday,4,14,2,2
2024-04-02,S002,Phoenix,urban flagship,dairy,174.09,960.0,1,0,none,0,none,0,1,0,66.4,0.2072727272727274,1,Tuesday,4,14,2,2
2024-04-02,S002,Phoenix,urban flagship,bakery,149.63,960.0,0,0,none,0,none,0,1,0,66.4,0.2072727272727274,1,Tuesday,4,14,2,2
2024-04-02,S002,Phoenix,urban flagship,frozen,119.87,960.0,0,0,none,0,none,0,1,0,66.4,0.2072727272727274,1,Tuesday,4,14,2,2
2024-04-03,S002,Phoenix,urban flagship,produce,238.52,951.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,2,Wednesday,4,14,2,3
2024-04-03,S002,Phoenix,urban flagship,beverages,207.87,951.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,2,Wednesday,4,14,2,3
2024-04-03,S002,Phoenix,urban flagship,snacks,185.44,951.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,2,Wednesday,4,14,2,3
2024-04-03,S002,Phoenix,urban flagship,dairy,153.18,951.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,2,Wednesday,4,14,2,3
2024-04-03,S002,Phoenix,urban flagship,bakery,116.89,951.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,2,Wednesday,4,14,2,3
2024-04-03,S002,Phoenix,urban flagship,frozen,102.31,951.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,2,Wednesday,4,14,2,3
2024-04-04,S002,Phoenix,urban flagship,produce,225.73,1046.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,3,Thursday,4,14,2,4
2024-04-04,S002,Phoenix,urban flagship,beverages,187.68,1046.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,3,Thursday,4,14,2,4
2024-04-04,S002,Phoenix,urban flagship,snacks,197.48,1046.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,3,Thursday,4,14,2,4
2024-04-04,S002,Phoenix,urban flagship,dairy,161.43,1046.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,3,Thursday,4,14,2,4
2024-04-04,S002,Phoenix,urban flagship,bakery,126.74,1046.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,3,Thursday,4,14,2,4
2024-04-04,S002,Phoenix,urban flagship,frozen,136.66,1046.0,0,0,none,0,none,0,0,0,66.5,0.20909090909090908,3,Thursday,4,14,2,4
2024-04-05,S002,Phoenix,urban flagship,produce,276.52,1097.0,0,0,none,0,none,0,0,0,66.6,0.2109090909090908,4,Friday,4,14,2,5
2024-04-05,S002,Phoenix,urban flagship,beverages,202.23,1097.0,0,0,none,0,none,0,0,0,66.6,0.2109090909090908,4,Friday,4,14,2,5
2024-04-05,S002,Phoenix,urban flagship,snacks,188.53,1097.0,0,0,none,0,none,0,0,0,66.6,0.2109090909090908,4,Friday,4,14,2,5
2024-04-05,S002,Phoenix,urban flagship,dairy,164.33,1097.0,0,0,none,0,none,0,0,0,66.6,0.2109090909090908,4,Friday,4,14,2,5
2024-04-05,S002,Phoenix,urban flagship,bakery,130.25,1097.0,0,0,none,0,none,0,0,0,66.6,0.2109090909090908,4,Friday,4,14,2,5
2024-04-05,S002,Phoenix,urban flagship,frozen,129.13,1097.0,0,0,none,0,none,0,0,0,66.6,0.2109090909090908,4,Friday,4,14,2,5
2024-04-06,S002,Phoenix,urban flagship,produce,285.96,1163.0,1,0,none,0,none,1,0,0,66.7,0.2127272727272728,5,Saturday,4,14,2,6
2024-04-06,S002,Phoenix,urban flagship,beverages,274.94,1163.0,0,0,none,0,none,1,0,0,66.7,0.2127272727272728,5,Saturday,4,14,2,6
2024-04-06,S002,Phoenix,urban flagship,snacks,227.29,1163.0,0,0,none,0,none,1,0,0,66.7,0.2127272727272728,5,Saturday,4,14,2,6
2024-04-06,S002,Phoenix,urban flagship,dairy,203.49,1163.0,0,0,none,0,none,1,0,0,66.7,0.2127272727272728,5,Saturday,4,14,2,6
2024-04-06,S002,Phoenix,urban flagship,bakery,161.35,1163.0,0,0,none,0,none,1,0,0,66.7,0.2127272727272728,5,Saturday,4,14,2,6
2024-04-06,S002,Phoenix,urban flagship,frozen,129.11,1163.0,0,0,none,0,none,1,0,0,66.7,0.2127272727272728,5,Saturday,4,14,2,6
2024-04-07,S002,Phoenix,urban flagship,produce,243.45,1147.0,0,0,none,0,none,1,0,0,66.8,0.21454545454545448,6,Sunday,4,14,2,7
2024-04-07,S002,Phoenix,urban flagship,beverages,264.71,1147.0,0,0,none,0,none,1,0,0,66.8,0.21454545454545448,6,Sunday,4,14,2,7
2024-04-07,S002,Phoenix,urban flagship,snacks,247.64,1147.0,0,0,none,0,none,1,0,0,66.8,0.21454545454545448,6,Sunday,4,14,2,7
2024-04-07,S002,Phoenix,urban flagship,dairy,199.3,1147.0,0,0,none,0,none,1,0,0,66.8,0.21454545454545448,6,Sunday,4,14,2,7
2024-04-07,S002,Phoenix,urban flagship,bakery,143.05,1147.0,0,0,none,0,none,1,0,0,66.8,0.21454545454545448,6,Sunday,4,14,2,7
2024-04-07,S002,Phoenix,urban flagship,frozen,145.47,1147.0,0,0,none,0,none,1,0,0,66.8,0.21454545454545448,6,Sunday,4,14,2,7
2024-04-08,S002,Phoenix,urban flagship,produce,238.52,853.0,1,0,none,0,none,0,0,0,66.9,0.21636363636363648,0,Monday,4,15,2,8
2024-04-08,S002,Phoenix,urban flagship,beverages,184.55,853.0,0,0,none,0,none,0,0,0,66.9,0.21636363636363648,0,Monday,4,15,2,8
2024-04-08,S002,Phoenix,urban flagship,snacks,159.1,853.0,0,0,none,0,none,0,0,0,66.9,0.21636363636363648,0,Monday,4,15,2,8
2024-04-08,S002,Phoenix,urban flagship,dairy,136.47,853.0,0,0,none,0,none,0,0,0,66.9,0.21636363636363648,0,Monday,4,15,2,8
2024-04-08,S002,Phoenix,urban flagship,bakery,117.32,853.0,0,0,none,0,none,0,0,0,66.9,0.21636363636363648,0,Monday,4,15,2,8
2024-04-08,S002,Phoenix,urban flagship,frozen,91.73,853.0,0,0,none,0,none,0,0,0,66.9,0.21636363636363648,0,Monday,4,15,2,8
2024-04-09,S002,Phoenix,urban flagship,produce,245.41,988.0,0,0,none,0,none,0,0,0,67.0,0.21818181818181817,1,Tuesday,4,15,2,9
2024-04-09,S002,Phoenix,urban flagship,beverages,212.6,988.0,0,0,none,0,none,0,0,0,67.0,0.21818181818181817,1,Tuesday,4,15,2,9
2024-04-09,S002,Phoenix,urban flagship,snacks,212.02,988.0,1,0,none,0,none,0,0,0,67.0,0.21818181818181817,1,Tuesday,4,15,2,9
2024-04-09,S002,Phoenix,urban flagship,dairy,152.62,988.0,0,0,none,0,none,0,0,0,67.0,0.21818181818181817,1,Tuesday,4,15,2,9
2024-04-09,S002,Phoenix,urban flagship,bakery,125.24,988.0,0,0,none,0,none,0,0,0,67.0,0.21818181818181817,1,Tuesday,4,15,2,9
2024-04-09,S002,Phoenix,urban flagship,frozen,115.79,988.0,0,0,none,0,none,0,0,0,67.0,0.21818181818181817,1,Tuesday,4,15,2,9
2024-04-10,S002,Phoenix,urban flagship,produce,242.4,1068.0,0,0,none,0,none,0,0,0,67.1,0.2199999999999999,2,Wednesday,4,15,2,10
2024-04-10,S002,Phoenix,urban flagship,beverages,228.53,1068.0,0,0,none,0,none,0,0,0,67.1,0.2199999999999999,2,Wednesday,4,15,2,10
2024-04-10,S002,Phoenix,urban flagship,snacks,211.81,1068.0,0,0,none,0,none,0,0,0,67.1,0.2199999999999999,2,Wednesday,4,15,2,10
2024-04-10,S002,Phoenix,urban flagship,dairy,158.89,1068.0,0,0,none,0,none,0,0,0,67.1,0.2199999999999999,2,Wednesday,4,15,2,10
2024-04-10,S002,Phoenix,urban flagship,bakery,131.14,1068.0,0,0,none,0,none,0,0,0,67.1,0.2199999999999999,2,Wednesday,4,15,2,10
2024-04-10,S002,Phoenix,urban flagship,frozen,123.76,1068.0,0,0,none,0,none,0,0,0,67.1,0.2199999999999999,2,Wednesday,4,15,2,10
2024-04-11,S002,Phoenix,urban flagship,produce,241.68,1008.0,0,0,none,0,none,0,0,0,67.2,0.22181818181818186,3,Thursday,4,15,2,11
2024-04-11,S002,Phoenix,urban flagship,beverages,237.14,1008.0,0,0,none,0,none,0,0,0,67.2,0.22181818181818186,3,Thursday,4,15,2,11
2024-04-11,S002,Phoenix,urban flagship,snacks,161.91,1008.0,0,0,none,0,none,0,0,0,67.2,0.22181818181818186,3,Thursday,4,15,2,11
2024-04-11,S002,Phoenix,urban flagship,dairy,175.49,1008.0,0,0,none,0,none,0,0,0,67.2,0.22181818181818186,3,Thursday,4,15,2,11
2024-04-11,S002,Phoenix,urban flagship,bakery,134.3,1008.0,0,0,none,0,none,0,0,0,67.2,0.22181818181818186,3,Thursday,4,15,2,11
2024-04-11,S002,Phoenix,urban flagship,frozen,107.74,1008.0,0,0,none,0,none,0,0,0,67.2,0.22181818181818186,3,Thursday,4,15,2,11
2024-04-12,S002,Phoenix,urban flagship,produce,247.24,1084.0,0,0,none,0,none,0,0,0,67.3,0.22363636363636358,4,Friday,4,15,2,12
2024-04-12,S002,Phoenix,urban flagship,beverages,221.61,1084.0,0,0,none,0,none,0,0,0,67.3,0.22363636363636358,4,Friday,4,15,2,12
2024-04-12,S002,Phoenix,urban flagship,snacks,184.66,1084.0,0,0,none,0,none,0,0,0,67.3,0.22363636363636358,4,Friday,4,15,2,12
2024-04-12,S002,Phoenix,urban flagship,dairy,148.61,1084.0,0,0,none,0,none,0,0,0,67.3,0.22363636363636358,4,Friday,4,15,2,12
2024-04-12,S002,Phoenix,urban flagship,bakery,154.99,1084.0,0,0,none,0,none,0,0,0,67.3,0.22363636363636358,4,Friday,4,15,2,12
2024-04-12,S002,Phoenix,urban flagship,frozen,110.83,1084.0,0,0,none,0,none,0,0,0,67.3,0.22363636363636358,4,Friday,4,15,2,12
2024-04-13,S002,Phoenix,urban flagship,produce,251.49,1142.0,0,0,none,0,none,1,0,0,67.4,0.22545454545454555,5,Saturday,4,15,2,13
2024-04-13,S002,Phoenix,urban flagship,beverages,285.92,1142.0,1,0,none,0,none,1,0,0,67.4,0.22545454545454555,5,Saturday,4,15,2,13
2024-04-13,S002,Phoenix,urban flagship,snacks,271.92,1142.0,1,0,none,0,none,1,0,0,67.4,0.22545454545454555,5,Saturday,4,15,2,13
2024-04-13,S002,Phoenix,urban flagship,dairy,175.37,1142.0,0,0,none,0,none,1,0,0,67.4,0.22545454545454555,5,Saturday,4,15,2,13
2024-04-13,S002,Phoenix,urban flagship,bakery,153.41,1142.0,0,0,none,0,none,1,0,0,67.4,0.22545454545454555,5,Saturday,4,15,2,13
2024-04-13,S002,Phoenix,urban flagship,frozen,134.71,1142.0,0,0,none,0,none,1,0,0,67.4,0.22545454545454555,5,Saturday,4,15,2,13
2024-04-14,S002,Phoenix,urban flagship,produce,273.38,1143.0,0,0,none,0,none,1,1,0,67.6,0.22909090909090898,6,Sunday,4,15,2,14
2024-04-14,S002,Phoenix,urban flagship,beverages,266.52,1143.0,0,0,none,0,none,1,1,0,67.6,0.22909090909090898,6,Sunday,4,15,2,14
2024-04-14,S002,Phoenix,urban flagship,snacks,264.48,1143.0,1,0,none,0,none,1,1,0,67.6,0.22909090909090898,6,Sunday,4,15,2,14
2024-04-14,S002,Phoenix,urban flagship,dairy,195.56,1143.0,0,0,none,0,none,1,1,0,67.6,0.22909090909090898,6,Sunday,4,15,2,14
2024-04-14,S002,Phoenix,urban flagship,bakery,199.17,1143.0,1,0,none,0,none,1,1,0,67.6,0.22909090909090898,6,Sunday,4,15,2,14
2024-04-14,S002,Phoenix,urban flagship,frozen,119.31,1143.0,0,0,none,0,none,1,1,0,67.6,0.22909090909090898,6,Sunday,4,15,2,14
2024-04-15,S002,Phoenix,urban flagship,produce,255.66,990.0,0,0,none,0,none,0,1,0,67.7,0.23090909090909095,0,Monday,4,16,2,15
2024-04-15,S002,Phoenix,urban flagship,beverages,199.12,990.0,0,0,none,0,none,0,1,0,67.7,0.23090909090909095,0,Monday,4,16,2,15
2024-04-15,S002,Phoenix,urban flagship,snacks,184.44,990.0,0,0,none,0,none,0,1,0,67.7,0.23090909090909095,0,Monday,4,16,2,15
2024-04-15,S002,Phoenix,urban flagship,dairy,155.26,990.0,0,0,none,0,none,0,1,0,67.7,0.23090909090909095,0,Monday,4,16,2,15
2024-04-15,S002,Phoenix,urban flagship,bakery,155.19,990.0,1,0,none,0,none,0,1,0,67.7,0.23090909090909095,0,Monday,4,16,2,15
2024-04-15,S002,Phoenix,urban flagship,frozen,111.97,990.0,0,0,none,0,none,0,1,0,67.7,0.23090909090909095,0,Monday,4,16,2,15
2024-04-16,S002,Phoenix,urban flagship,produce,275.06,1082.0,1,0,none,0,none,0,1,0,67.8,0.23272727272727267,1,Tuesday,4,16,2,16
2024-04-16,S002,Phoenix,urban flagship,beverages,277.66,1082.0,1,0,none,0,none,0,1,0,67.8,0.23272727272727267,1,Tuesday,4,16,2,16
2024-04-16,S002,Phoenix,urban flagship,snacks,216.52,1082.0,0,0,none,0,none,0,1,0,67.8,0.23272727272727267,1,Tuesday,4,16,2,16
2024-04-16,S002,Phoenix,urban flagship,dairy,174.58,1082.0,0,0,none,0,none,0,1,0,67.8,0.23272727272727267,1,Tuesday,4,16,2,16
2024-04-16,S002,Phoenix,urban flagship,bakery,149.29,1082.0,0,0,none,0,none,0,1,0,67.8,0.23272727272727267,1,Tuesday,4,16,2,16
2024-04-16,S002,Phoenix,urban flagship,frozen,121.75,1082.0,0,0,none,0,none,0,1,0,67.8,0.23272727272727267,1,Tuesday,4,16,2,16
2024-04-17,S002,Phoenix,urban flagship,produce,241.91,1078.0,0,0,none,0,none,0,0,0,68.0,0.23636363636363636,2,Wednesday,4,16,2,17
2024-04-17,S002,Phoenix,urban flagship,beverages,257.16,1078.0,1,0,none,0,none,0,0,0,68.0,0.23636363636363636,2,Wednesday,4,16,2,17
2024-04-17,S002,Phoenix,urban flagship,snacks,197.68,1078.0,0,0,none,0,none,0,0,0,68.0,0.23636363636363636,2,Wednesday,4,16,2,17
2024-04-17,S002,Phoenix,urban flagship,dairy,158.37,1078.0,0,0,none,0,none,0,0,0,68.0,0.23636363636363636,2,Wednesday,4,16,2,17
2024-04-17,S002,Phoenix,urban flagship,bakery,130.19,1078.0,0,0,none,0,none,0,0,0,68.0,0.23636363636363636,2,Wednesday,4,16,2,17
2024-04-17,S002,Phoenix,urban flagship,frozen,95.3,1078.0,0,0,none,0,none,0,0,0,68.0,0.23636363636363636,2,Wednesday,4,16,2,17
2024-04-18,S002,Phoenix,urban flagship,produce,259.8,1035.0,0,0,none,0,none,0,0,0,68.1,0.23818181818181808,3,Thursday,4,16,2,18
2024-04-18,S002,Phoenix,urban flagship,beverages,233.57,1035.0,0,0,none,0,none,0,0,0,68.1,0.23818181818181808,3,Thursday,4,16,2,18
2024-04-18,S002,Phoenix,urban flagship,snacks,183.6,1035.0,0,0,none,0,none,0,0,0,68.1,0.23818181818181808,3,Thursday,4,16,2,18
2024-04-18,S002,Phoenix,urban flagship,dairy,161.44,1035.0,0,0,none,0,none,0,0,0,68.1,0.23818181818181808,3,Thursday,4,16,2,18
2024-04-18,S002,Phoenix,urban flagship,bakery,151.77,1035.0,0,0,none,0,none,0,0,0,68.1,0.23818181818181808,3,Thursday,4,16,2,18
2024-04-18,S002,Phoenix,urban flagship,frozen,102.45,1035.0,0,0,none,0,none,0,0,0,68.1,0.23818181818181808,3,Thursday,4,16,2,18
2024-04-19,S002,Phoenix,urban flagship,produce,241.5,1162.0,0,0,none,0,none,0,0,0,68.2,0.24000000000000005,4,Friday,4,16,2,19
2024-04-19,S002,Phoenix,urban flagship,beverages,246.77,1162.0,0,0,none,0,none,0,0,0,68.2,0.24000000000000005,4,Friday,4,16,2,19
2024-04-19,S002,Phoenix,urban flagship,snacks,195.12,1162.0,0,0,none,0,none,0,0,0,68.2,0.24000000000000005,4,Friday,4,16,2,19
2024-04-19,S002,Phoenix,urban flagship,dairy,162.94,1162.0,0,0,none,0,none,0,0,0,68.2,0.24000000000000005,4,Friday,4,16,2,19
2024-04-19,S002,Phoenix,urban flagship,bakery,150.52,1162.0,0,0,none,0,none,0,0,0,68.2,0.24000000000000005,4,Friday,4,16,2,19
